searchDate,flightDate,daysInAdvance,numberOfConnections,travelDistanceMinutes,baseFare
9/5/2022,9/12/2022,7,1,317,115.35
9/5/2022,9/12/2022,7,1,360,115.35
9/5/2022,9/12/2022,7,1,390,115.35
9/5/2022,9/12/2022,7,1,296,115.35
9/5/2022,9/12/2022,7,1,311,115.35
9/5/2022,9/12/2022,7,1,324,115.35
9/5/2022,9/12/2022,7,1,378,115.35
9/5/2022,9/12/2022,7,1,395,115.35
9/5/2022,9/12/2022,7,0,162,138.6
9/5/2022,9/12/2022,7,0,163,138.6
9/5/2022,9/12/2022,7,0,169,138.6
9/5/2022,9/12/2022,7,0,172,147.91
9/5/2022,9/12/2022,7,1,635,179.54
9/5/2022,9/12/2022,7,1,719,179.54
9/5/2022,9/13/2022,8,0,162,115.35
9/5/2022,9/13/2022,8,0,163,115.35
9/5/2022,9/13/2022,8,1,310,115.35
9/5/2022,9/13/2022,8,1,317,115.35
9/5/2022,9/13/2022,8,1,325,115.35
9/5/2022,9/13/2022,8,1,390,115.35
9/5/2022,9/13/2022,8,1,415,115.35
9/5/2022,9/13/2022,8,1,420,115.35
9/5/2022,9/13/2022,8,1,447,115.35
9/5/2022,9/13/2022,8,2,530,111.63
9/5/2022,9/13/2022,8,1,296,115.35
9/5/2022,9/13/2022,8,1,319,115.35
9/5/2022,9/13/2022,8,1,324,115.35
9/5/2022,9/13/2022,8,1,353,115.35
9/5/2022,9/13/2022,8,1,378,115.35
9/5/2022,9/13/2022,8,1,395,115.35
9/5/2022,9/13/2022,8,1,420,115.35
9/5/2022,9/13/2022,8,1,470,115.35
9/5/2022,9/13/2022,8,0,163,138.6
9/5/2022,9/13/2022,8,0,169,138.6
9/5/2022,9/13/2022,8,1,243,138.6
9/5/2022,9/13/2022,8,1,313,138.6
9/5/2022,9/13/2022,8,0,172,147.91
9/5/2022,9/13/2022,8,1,635,179.54
9/5/2022,9/13/2022,8,1,719,179.54
9/5/2022,9/14/2022,9,0,162,115.35
9/5/2022,9/14/2022,9,0,163,115.35
9/5/2022,9/14/2022,9,1,305,115.35
9/5/2022,9/14/2022,9,1,310,115.35
9/5/2022,9/14/2022,9,1,317,115.35
9/5/2022,9/14/2022,9,1,325,115.35
9/5/2022,9/14/2022,9,1,390,115.35
9/5/2022,9/14/2022,9,1,415,115.35
9/5/2022,9/14/2022,9,1,420,115.35
9/5/2022,9/14/2022,9,2,530,111.63
9/5/2022,9/14/2022,9,1,243,115.35
9/5/2022,9/14/2022,9,1,296,115.35
9/5/2022,9/14/2022,9,1,313,115.35
9/5/2022,9/14/2022,9,1,324,115.35
9/5/2022,9/14/2022,9,1,378,115.35
9/5/2022,9/14/2022,9,1,420,115.35
9/5/2022,9/14/2022,9,0,163,138.6
9/5/2022,9/14/2022,9,0,169,138.6
9/5/2022,9/14/2022,9,0,172,138.6
9/5/2022,9/14/2022,9,1,635,179.54
9/5/2022,9/14/2022,9,1,719,179.54
9/5/2022,9/15/2022,10,0,162,115.35
9/5/2022,9/15/2022,10,0,163,115.35
9/5/2022,9/15/2022,10,1,310,115.35
9/5/2022,9/15/2022,10,1,390,115.35
9/5/2022,9/15/2022,10,1,415,115.35
9/5/2022,9/15/2022,10,1,243,115.35
9/5/2022,9/15/2022,10,1,311,115.35
9/5/2022,9/15/2022,10,1,313,115.35
9/5/2022,9/15/2022,10,1,420,115.35
9/5/2022,9/15/2022,10,0,169,138.6
9/5/2022,9/15/2022,10,1,305,138.6
9/5/2022,9/15/2022,10,1,317,138.6
9/5/2022,9/15/2022,10,1,360,138.6
9/5/2022,9/15/2022,10,1,420,138.6
9/5/2022,9/15/2022,10,0,172,185.12
9/5/2022,9/15/2022,10,0,163,208.37
9/5/2022,9/15/2022,10,1,635,196.28
9/5/2022,9/16/2022,11,0,162,115.35
9/5/2022,9/16/2022,11,1,310,115.35
9/5/2022,9/16/2022,11,1,360,115.35
9/5/2022,9/16/2022,11,1,390,115.35
9/5/2022,9/16/2022,11,1,415,115.35
9/5/2022,9/16/2022,11,0,169,138.6
9/5/2022,9/16/2022,11,0,172,138.6
9/5/2022,9/16/2022,11,1,305,138.6
9/5/2022,9/16/2022,11,1,420,138.6
9/5/2022,9/16/2022,11,0,163,157.21
9/5/2022,9/16/2022,11,1,635,179.54
9/5/2022,9/16/2022,11,1,719,196.28
9/5/2022,9/16/2022,11,0,163,310.7
9/5/2022,9/17/2022,12,0,162,115.35
9/5/2022,9/17/2022,12,0,163,115.35
9/5/2022,9/17/2022,12,1,310,115.35
9/5/2022,9/17/2022,12,1,317,115.35
9/5/2022,9/17/2022,12,1,325,115.35
9/5/2022,9/17/2022,12,1,390,115.35
9/5/2022,9/17/2022,12,1,415,115.35
9/5/2022,9/17/2022,12,1,450,115.35
9/5/2022,9/17/2022,12,1,243,115.35
9/5/2022,9/17/2022,12,1,296,115.35
9/5/2022,9/17/2022,12,1,389,115.35
9/5/2022,9/17/2022,12,1,395,115.35
9/5/2022,9/17/2022,12,1,470,115.35
9/5/2022,9/17/2022,12,0,163,138.6
9/5/2022,9/17/2022,12,0,169,138.6
9/5/2022,9/17/2022,12,1,635,179.54
9/5/2022,9/18/2022,13,0,163,115.35
9/5/2022,9/18/2022,13,0,172,138.6
9/5/2022,9/18/2022,13,0,169,147.91
9/5/2022,9/18/2022,13,1,635,179.54
9/5/2022,9/18/2022,13,0,162,200
9/5/2022,9/18/2022,13,1,360,245.58
9/5/2022,9/18/2022,13,0,163,310.7
9/5/2022,9/19/2022,14,0,163,101.4
9/5/2022,9/19/2022,14,1,291,101.4
9/5/2022,9/19/2022,14,1,296,101.4
9/5/2022,9/19/2022,14,1,378,101.4
9/5/2022,9/19/2022,14,0,162,115.35
9/5/2022,9/19/2022,14,1,313,115.35
9/5/2022,9/19/2022,14,0,169,124.65
9/5/2022,9/19/2022,14,0,172,124.65
9/5/2022,9/19/2022,14,1,243,137.67
9/5/2022,9/19/2022,14,1,635,146.98
9/5/2022,9/19/2022,14,1,719,146.98
9/5/2022,9/19/2022,14,1,360,200
9/5/2022,9/20/2022,15,0,162,101.4
9/5/2022,9/20/2022,15,0,163,101.4
9/5/2022,9/20/2022,15,1,310,101.4
9/5/2022,9/20/2022,15,1,317,101.4
9/5/2022,9/20/2022,15,1,325,101.4
9/5/2022,9/20/2022,15,1,390,101.4
9/5/2022,9/20/2022,15,1,420,101.4
9/5/2022,9/20/2022,15,1,447,101.4
9/5/2022,9/20/2022,15,1,296,101.4
9/5/2022,9/20/2022,15,1,324,101.4
9/5/2022,9/20/2022,15,1,353,101.4
9/5/2022,9/20/2022,15,1,395,101.4
9/5/2022,9/20/2022,15,1,420,101.4
9/5/2022,9/20/2022,15,1,470,101.4
9/5/2022,9/20/2022,15,1,243,115.35
9/5/2022,9/20/2022,15,1,313,115.35
9/5/2022,9/20/2022,15,0,163,124.65
9/5/2022,9/20/2022,15,0,169,124.65
9/5/2022,9/20/2022,15,0,172,124.65
9/5/2022,9/20/2022,15,1,635,146.98
9/5/2022,9/20/2022,15,1,719,146.98
9/5/2022,9/21/2022,16,0,162,101.4
9/5/2022,9/21/2022,16,0,163,101.4
9/5/2022,9/21/2022,16,1,310,101.4
9/5/2022,9/21/2022,16,1,390,101.4
9/5/2022,9/21/2022,16,1,415,101.4
9/5/2022,9/21/2022,16,1,447,101.4
9/5/2022,9/21/2022,16,1,243,101.4
9/5/2022,9/21/2022,16,1,296,101.4
9/5/2022,9/21/2022,16,1,313,101.4
9/5/2022,9/21/2022,16,1,353,101.4
9/5/2022,9/21/2022,16,1,395,101.4
9/5/2022,9/21/2022,16,1,420,101.4
9/5/2022,9/21/2022,16,1,470,101.4
9/5/2022,9/21/2022,16,0,163,124.65
9/5/2022,9/21/2022,16,0,169,124.65
9/5/2022,9/21/2022,16,0,172,124.65
9/5/2022,9/21/2022,16,1,635,146.98
9/5/2022,9/21/2022,16,1,719,146.98
9/5/2022,9/22/2022,17,0,163,101.4
9/5/2022,9/22/2022,17,1,243,101.4
9/5/2022,9/22/2022,17,1,311,101.4
9/5/2022,9/22/2022,17,1,313,101.4
9/5/2022,9/22/2022,17,0,162,115.35
9/5/2022,9/22/2022,17,0,163,124.65
9/5/2022,9/22/2022,17,0,169,124.65
9/5/2022,9/22/2022,17,0,172,124.65
9/5/2022,9/22/2022,17,1,635,146.98
9/5/2022,9/22/2022,17,1,719,160.93
9/5/2022,9/23/2022,18,0,162,115.35
9/5/2022,9/23/2022,18,0,163,115.35
9/5/2022,9/23/2022,18,0,163,124.65
9/5/2022,9/23/2022,18,1,635,146.98
9/5/2022,9/23/2022,18,0,169,208.37
9/5/2022,9/23/2022,18,0,172,310.7
9/5/2022,9/24/2022,19,0,162,101.4
9/5/2022,9/24/2022,19,1,325,101.4
9/5/2022,9/24/2022,19,1,390,101.4
9/5/2022,9/24/2022,19,1,447,101.4
9/5/2022,9/24/2022,19,1,296,101.4
9/5/2022,9/24/2022,19,1,313,101.4
9/5/2022,9/24/2022,19,0,163,115.35
9/5/2022,9/24/2022,19,0,163,124.65
9/5/2022,9/24/2022,19,0,169,124.65
9/5/2022,9/24/2022,19,1,317,137.67
9/5/2022,9/24/2022,19,1,243,137.67
9/5/2022,9/24/2022,19,0,172,147.91
9/5/2022,9/24/2022,19,1,635,146.98
9/5/2022,9/24/2022,19,1,719,146.98
9/5/2022,9/25/2022,20,0,163,115.35
9/5/2022,9/25/2022,20,0,169,166.51
9/5/2022,9/25/2022,20,0,172,185.12
9/5/2022,9/25/2022,20,1,635,174.89
9/5/2022,9/25/2022,20,0,162,200
9/5/2022,9/25/2022,20,0,163,310.7
9/5/2022,9/26/2022,21,1,313,82.79
9/5/2022,9/26/2022,21,0,163,92.09
9/5/2022,9/26/2022,21,0,169,92.09
9/5/2022,9/26/2022,21,0,162,106.05
9/5/2022,9/26/2022,21,0,163,106.05
9/5/2022,9/26/2022,21,1,243,106.05
9/5/2022,9/26/2022,21,1,296,106.05
9/5/2022,9/26/2022,21,1,635,146.98
9/5/2022,9/26/2022,21,1,719,146.98
9/5/2022,9/26/2022,21,1,360,199.07
9/5/2022,9/27/2022,22,0,163,82.79
9/5/2022,9/27/2022,22,1,296,82.79
9/5/2022,9/27/2022,22,1,319,82.79
9/5/2022,9/27/2022,22,1,353,82.79
9/5/2022,9/27/2022,22,1,470,82.79
9/5/2022,9/27/2022,22,0,163,92.09
9/5/2022,9/27/2022,22,0,169,92.09
9/5/2022,9/27/2022,22,0,172,92.09
9/5/2022,9/27/2022,22,0,162,106.05
9/5/2022,9/27/2022,22,1,243,106.05
9/5/2022,9/27/2022,22,1,313,106.05
9/5/2022,9/27/2022,22,1,635,146.98
9/5/2022,9/27/2022,22,1,719,146.98
9/5/2022,9/28/2022,23,0,163,82.79
9/5/2022,9/28/2022,23,1,296,82.79
9/5/2022,9/28/2022,23,1,324,82.79
9/5/2022,9/28/2022,23,1,395,82.79
9/5/2022,9/28/2022,23,1,420,82.79
9/5/2022,9/28/2022,23,1,470,82.79
9/5/2022,9/28/2022,23,0,163,92.09
9/5/2022,9/28/2022,23,0,169,92.09
9/5/2022,9/28/2022,23,0,172,92.09
9/5/2022,9/28/2022,23,0,162,106.05
9/5/2022,9/28/2022,23,1,317,106.05
9/5/2022,9/28/2022,23,1,243,106.05
9/5/2022,9/28/2022,23,1,635,146.98
9/5/2022,9/28/2022,23,1,719,146.98
9/5/2022,9/29/2022,24,0,163,92.09
9/5/2022,9/29/2022,24,0,172,92.09
9/5/2022,9/29/2022,24,0,162,106.05
9/5/2022,9/29/2022,24,0,163,106.05
9/5/2022,9/29/2022,24,0,169,106.05
9/5/2022,9/29/2022,24,1,243,106.05
9/5/2022,9/29/2022,24,1,313,106.05
9/5/2022,9/29/2022,24,1,635,185.12
9/5/2022,9/29/2022,24,1,360,199.07
9/5/2022,9/30/2022,25,0,162,82.79
9/5/2022,9/30/2022,25,0,169,92.09
9/5/2022,9/30/2022,25,0,163,106.05
9/5/2022,9/30/2022,25,1,719,160.93
9/5/2022,9/30/2022,25,1,635,185.12
9/5/2022,9/30/2022,25,0,172,208.37
9/6/2022,9/7/2022,1,0,162,169.3
9/6/2022,9/7/2022,1,0,163,169.3
9/6/2022,9/7/2022,1,1,305,169.3
9/6/2022,9/7/2022,1,1,310,169.3
9/6/2022,9/7/2022,1,1,317,169.3
9/6/2022,9/7/2022,1,1,320,169.3
9/6/2022,9/7/2022,1,1,390,169.3
9/6/2022,9/7/2022,1,1,415,169.3
9/6/2022,9/7/2022,1,1,420,169.3
9/6/2022,9/7/2022,1,1,442,169.3
9/6/2022,9/7/2022,1,1,243,169.3
9/6/2022,9/7/2022,1,1,296,169.3
9/6/2022,9/7/2022,1,1,313,169.3
9/6/2022,9/7/2022,1,1,324,169.3
9/6/2022,9/7/2022,1,1,324,169.3
9/6/2022,9/7/2022,1,1,353,169.3
9/6/2022,9/7/2022,1,1,378,169.3
9/6/2022,9/7/2022,1,1,397,169.3
9/6/2022,9/7/2022,1,1,420,169.3
9/6/2022,9/7/2022,1,1,470,169.3
9/6/2022,9/7/2022,1,0,163,192.56
9/6/2022,9/7/2022,1,0,169,192.56
9/6/2022,9/7/2022,1,0,172,192.56
9/6/2022,9/7/2022,1,1,635,240
9/6/2022,9/7/2022,1,1,719,240
9/6/2022,9/8/2022,2,0,162,152.56
9/6/2022,9/8/2022,2,0,163,152.56
9/6/2022,9/8/2022,2,1,305,152.56
9/6/2022,9/8/2022,2,1,310,152.56
9/6/2022,9/8/2022,2,1,317,152.56
9/6/2022,9/8/2022,2,1,325,152.56
9/6/2022,9/8/2022,2,1,360,152.56
9/6/2022,9/8/2022,2,1,390,152.56
9/6/2022,9/8/2022,2,1,415,152.56
9/6/2022,9/8/2022,2,1,420,152.56
9/6/2022,9/8/2022,2,1,458,152.56
9/6/2022,9/8/2022,2,1,243,152.56
9/6/2022,9/8/2022,2,1,296,152.56
9/6/2022,9/8/2022,2,1,311,152.56
9/6/2022,9/8/2022,2,1,313,152.56
9/6/2022,9/8/2022,2,1,324,152.56
9/6/2022,9/8/2022,2,1,325,152.56
9/6/2022,9/8/2022,2,1,353,152.56
9/6/2022,9/8/2022,2,1,395,152.56
9/6/2022,9/8/2022,2,1,420,152.56
9/6/2022,9/8/2022,2,1,485,152.56
9/6/2022,9/8/2022,2,0,163,175.81
9/6/2022,9/8/2022,2,0,169,175.81
9/6/2022,9/8/2022,2,1,635,202.79
9/6/2022,9/8/2022,2,0,172,310.7
9/6/2022,9/9/2022,3,0,162,152.56
9/6/2022,9/9/2022,3,0,163,152.56
9/6/2022,9/9/2022,3,1,305,152.56
9/6/2022,9/9/2022,3,1,310,152.56
9/6/2022,9/9/2022,3,1,317,152.56
9/6/2022,9/9/2022,3,1,360,152.56
9/6/2022,9/9/2022,3,1,390,152.56
9/6/2022,9/9/2022,3,1,415,152.56
9/6/2022,9/9/2022,3,1,420,152.56
9/6/2022,9/9/2022,3,1,458,152.56
9/6/2022,9/9/2022,3,1,243,152.56
9/6/2022,9/9/2022,3,1,291,152.56
9/6/2022,9/9/2022,3,1,296,152.56
9/6/2022,9/9/2022,3,1,311,152.56
9/6/2022,9/9/2022,3,1,313,152.56
9/6/2022,9/9/2022,3,1,325,152.56
9/6/2022,9/9/2022,3,1,378,152.56
9/6/2022,9/9/2022,3,1,395,152.56
9/6/2022,9/9/2022,3,1,420,152.56
9/6/2022,9/9/2022,3,1,464,152.56
9/6/2022,9/9/2022,3,1,485,152.56
9/6/2022,9/9/2022,3,0,169,175.81
9/6/2022,9/9/2022,3,0,172,175.81
9/6/2022,9/9/2022,3,1,635,202.79
9/6/2022,9/9/2022,3,1,719,202.79
9/6/2022,9/10/2022,4,0,162,152.56
9/6/2022,9/10/2022,4,0,163,152.56
9/6/2022,9/10/2022,4,1,305,152.56
9/6/2022,9/10/2022,4,1,310,152.56
9/6/2022,9/10/2022,4,1,317,152.56
9/6/2022,9/10/2022,4,1,325,152.56
9/6/2022,9/10/2022,4,1,390,152.56
9/6/2022,9/10/2022,4,1,415,152.56
9/6/2022,9/10/2022,4,1,420,152.56
9/6/2022,9/10/2022,4,1,450,152.56
9/6/2022,9/10/2022,4,1,243,152.56
9/6/2022,9/10/2022,4,1,296,152.56
9/6/2022,9/10/2022,4,1,313,152.56
9/6/2022,9/10/2022,4,1,324,152.56
9/6/2022,9/10/2022,4,1,353,152.56
9/6/2022,9/10/2022,4,1,389,152.56
9/6/2022,9/10/2022,4,1,395,152.56
9/6/2022,9/10/2022,4,1,420,152.56
9/6/2022,9/10/2022,4,1,470,152.56
9/6/2022,9/10/2022,4,0,163,175.81
9/6/2022,9/10/2022,4,0,169,175.81
9/6/2022,9/10/2022,4,0,172,175.81
9/6/2022,9/10/2022,4,1,635,202.79
9/6/2022,9/11/2022,5,0,162,152.56
9/6/2022,9/11/2022,5,0,163,152.56
9/6/2022,9/11/2022,5,1,305,152.56
9/6/2022,9/11/2022,5,1,310,152.56
9/6/2022,9/11/2022,5,1,360,152.56
9/6/2022,9/11/2022,5,1,415,152.56
9/6/2022,9/11/2022,5,0,163,175.81
9/6/2022,9/11/2022,5,0,169,175.81
9/6/2022,9/11/2022,5,0,172,175.81
9/6/2022,9/11/2022,5,1,635,219.53
9/6/2022,9/11/2022,5,1,719,219.53
9/6/2022,9/12/2022,6,1,360,115.35
9/6/2022,9/12/2022,6,1,458,115.35
9/6/2022,9/12/2022,6,1,296,115.35
9/6/2022,9/12/2022,6,1,324,115.35
9/6/2022,9/12/2022,6,1,395,115.35
9/6/2022,9/12/2022,6,0,162,138.6
9/6/2022,9/12/2022,6,0,163,138.6
9/6/2022,9/12/2022,6,0,163,138.6
9/6/2022,9/12/2022,6,0,169,138.6
9/6/2022,9/12/2022,6,1,317,138.6
9/6/2022,9/12/2022,6,1,311,138.6
9/6/2022,9/12/2022,6,0,172,166.51
9/6/2022,9/12/2022,6,1,635,179.54
9/6/2022,9/12/2022,6,1,719,179.54
9/6/2022,9/13/2022,7,0,162,115.35
9/6/2022,9/13/2022,7,0,163,115.35
9/6/2022,9/13/2022,7,1,305,115.35
9/6/2022,9/13/2022,7,1,310,115.35
9/6/2022,9/13/2022,7,1,317,115.35
9/6/2022,9/13/2022,7,1,325,115.35
9/6/2022,9/13/2022,7,1,390,115.35
9/6/2022,9/13/2022,7,1,415,115.35
9/6/2022,9/13/2022,7,1,420,115.35
9/6/2022,9/13/2022,7,1,447,115.35
9/6/2022,9/13/2022,7,2,530,111.63
9/6/2022,9/13/2022,7,1,243,115.35
9/6/2022,9/13/2022,7,1,296,115.35
9/6/2022,9/13/2022,7,1,313,115.35
9/6/2022,9/13/2022,7,1,319,115.35
9/6/2022,9/13/2022,7,1,324,115.35
9/6/2022,9/13/2022,7,1,353,115.35
9/6/2022,9/13/2022,7,1,378,115.35
9/6/2022,9/13/2022,7,1,395,115.35
9/6/2022,9/13/2022,7,1,420,115.35
9/6/2022,9/13/2022,7,1,470,115.35
9/6/2022,9/13/2022,7,0,163,138.6
9/6/2022,9/13/2022,7,0,169,138.6
9/6/2022,9/13/2022,7,0,172,138.6
9/6/2022,9/13/2022,7,1,635,179.54
9/6/2022,9/13/2022,7,1,719,179.54
9/6/2022,9/14/2022,8,0,162,115.35
9/6/2022,9/14/2022,8,0,163,115.35
9/6/2022,9/14/2022,8,1,305,115.35
9/6/2022,9/14/2022,8,1,310,115.35
9/6/2022,9/14/2022,8,1,317,115.35
9/6/2022,9/14/2022,8,1,325,115.35
9/6/2022,9/14/2022,8,1,390,115.35
9/6/2022,9/14/2022,8,1,415,115.35
9/6/2022,9/14/2022,8,1,420,115.35
9/6/2022,9/14/2022,8,1,243,115.35
9/6/2022,9/14/2022,8,1,296,115.35
9/6/2022,9/14/2022,8,1,313,115.35
9/6/2022,9/14/2022,8,1,324,115.35
9/6/2022,9/14/2022,8,0,163,138.6
9/6/2022,9/14/2022,8,0,169,138.6
9/6/2022,9/14/2022,8,0,172,138.6
9/6/2022,9/14/2022,8,1,635,179.54
9/6/2022,9/15/2022,9,0,162,115.35
9/6/2022,9/15/2022,9,0,163,115.35
9/6/2022,9/15/2022,9,1,310,115.35
9/6/2022,9/15/2022,9,1,390,115.35
9/6/2022,9/15/2022,9,1,415,115.35
9/6/2022,9/15/2022,9,1,310,115.35
9/6/2022,9/15/2022,9,1,311,115.35
9/6/2022,9/15/2022,9,0,169,138.6
9/6/2022,9/15/2022,9,1,317,138.6
9/6/2022,9/15/2022,9,1,360,138.6
9/6/2022,9/15/2022,9,1,243,138.6
9/6/2022,9/15/2022,9,1,313,138.6
9/6/2022,9/15/2022,9,0,172,166.51
9/6/2022,9/15/2022,9,0,163,208.37
9/6/2022,9/15/2022,9,1,635,196.28
9/6/2022,9/16/2022,10,0,162,115.35
9/6/2022,9/16/2022,10,1,360,115.35
9/6/2022,9/16/2022,10,1,415,115.35
9/6/2022,9/16/2022,10,0,169,138.6
9/6/2022,9/16/2022,10,0,172,138.6
9/6/2022,9/16/2022,10,1,305,138.6
9/6/2022,9/16/2022,10,1,310,138.6
9/6/2022,9/16/2022,10,1,420,138.6
9/6/2022,9/16/2022,10,0,163,157.21
9/6/2022,9/16/2022,10,1,635,179.54
9/6/2022,9/16/2022,10,1,719,179.54
9/6/2022,9/16/2022,10,0,163,236.28
9/6/2022,9/17/2022,11,0,162,115.35
9/6/2022,9/17/2022,11,0,163,115.35
9/6/2022,9/17/2022,11,1,305,115.35
9/6/2022,9/17/2022,11,1,310,115.35
9/6/2022,9/17/2022,11,1,317,115.35
9/6/2022,9/17/2022,11,1,325,115.35
9/6/2022,9/17/2022,11,1,390,115.35
9/6/2022,9/17/2022,11,1,415,115.35
9/6/2022,9/17/2022,11,1,420,115.35
9/6/2022,9/17/2022,11,1,450,115.35
9/6/2022,9/17/2022,11,1,243,115.35
9/6/2022,9/17/2022,11,1,296,115.35
9/6/2022,9/17/2022,11,1,324,115.35
9/6/2022,9/17/2022,11,1,389,115.35
9/6/2022,9/17/2022,11,1,395,115.35
9/6/2022,9/17/2022,11,1,470,115.35
9/6/2022,9/17/2022,11,0,163,138.6
9/6/2022,9/17/2022,11,0,169,138.6
9/6/2022,9/17/2022,11,0,172,138.6
9/6/2022,9/17/2022,11,1,635,179.54
9/6/2022,9/18/2022,12,0,163,115.35
9/6/2022,9/18/2022,12,1,310,115.35
9/6/2022,9/18/2022,12,0,169,138.6
9/6/2022,9/18/2022,12,0,172,138.6
9/6/2022,9/18/2022,12,0,162,157.21
9/6/2022,9/18/2022,12,1,635,179.54
9/6/2022,9/18/2022,12,1,719,179.54
9/6/2022,9/18/2022,12,1,360,245.58
9/6/2022,9/18/2022,12,0,163,310.7
9/6/2022,9/19/2022,13,0,162,115.35
9/6/2022,9/19/2022,13,0,163,115.35
9/6/2022,9/19/2022,13,1,291,115.35
9/6/2022,9/19/2022,13,1,296,115.35
9/6/2022,9/19/2022,13,1,310,115.35
9/6/2022,9/19/2022,13,1,313,115.35
9/6/2022,9/19/2022,13,1,325,115.35
9/6/2022,9/19/2022,13,1,378,115.35
9/6/2022,9/19/2022,13,0,169,138.6
9/6/2022,9/19/2022,13,0,172,138.6
9/6/2022,9/19/2022,13,1,243,138.6
9/6/2022,9/19/2022,13,0,163,166.51
9/6/2022,9/19/2022,13,1,635,179.54
9/6/2022,9/19/2022,13,1,719,179.54
9/6/2022,9/19/2022,13,1,360,200
9/6/2022,9/20/2022,14,0,162,101.4
9/6/2022,9/20/2022,14,0,163,101.4
9/6/2022,9/20/2022,14,1,310,101.4
9/6/2022,9/20/2022,14,1,317,101.4
9/6/2022,9/20/2022,14,1,325,101.4
9/6/2022,9/20/2022,14,1,390,101.4
9/6/2022,9/20/2022,14,1,420,101.4
9/6/2022,9/20/2022,14,1,447,101.4
9/6/2022,9/20/2022,14,1,296,101.4
9/6/2022,9/20/2022,14,1,324,101.4
9/6/2022,9/20/2022,14,1,353,101.4
9/6/2022,9/20/2022,14,1,378,101.4
9/6/2022,9/20/2022,14,1,395,101.4
9/6/2022,9/20/2022,14,1,420,101.4
9/6/2022,9/20/2022,14,1,470,101.4
9/6/2022,9/20/2022,14,1,305,115.35
9/6/2022,9/20/2022,14,1,243,115.35
9/6/2022,9/20/2022,14,1,313,115.35
9/6/2022,9/20/2022,14,0,163,124.65
9/6/2022,9/20/2022,14,0,169,124.65
9/6/2022,9/20/2022,14,0,172,124.65
9/6/2022,9/20/2022,14,1,635,146.98
9/6/2022,9/20/2022,14,1,719,146.98
9/6/2022,9/21/2022,15,0,162,101.4
9/6/2022,9/21/2022,15,0,163,101.4
9/6/2022,9/21/2022,15,1,310,101.4
9/6/2022,9/21/2022,15,1,325,101.4
9/6/2022,9/21/2022,15,1,415,101.4
9/6/2022,9/21/2022,15,1,447,101.4
9/6/2022,9/21/2022,15,1,296,101.4
9/6/2022,9/21/2022,15,1,353,101.4
9/6/2022,9/21/2022,15,1,395,101.4
9/6/2022,9/21/2022,15,1,420,101.4
9/6/2022,9/21/2022,15,1,470,101.4
9/6/2022,9/21/2022,15,1,243,115.35
9/6/2022,9/21/2022,15,1,313,115.35
9/6/2022,9/21/2022,15,0,163,124.65
9/6/2022,9/21/2022,15,0,169,124.65
9/6/2022,9/21/2022,15,0,172,124.65
9/6/2022,9/21/2022,15,1,635,146.98
9/6/2022,9/21/2022,15,1,719,146.98
9/6/2022,9/22/2022,16,0,163,101.4
9/6/2022,9/22/2022,16,1,243,101.4
9/6/2022,9/22/2022,16,1,310,101.4
9/6/2022,9/22/2022,16,1,311,101.4
9/6/2022,9/22/2022,16,1,313,101.4
9/6/2022,9/22/2022,16,0,162,115.35
9/6/2022,9/22/2022,16,1,420,115.35
9/6/2022,9/22/2022,16,0,169,124.65
9/6/2022,9/22/2022,16,0,172,124.65
9/6/2022,9/22/2022,16,0,163,147.91
9/6/2022,9/22/2022,16,1,635,146.98
9/6/2022,9/22/2022,16,1,719,146.98
9/6/2022,9/23/2022,17,0,162,115.35
9/6/2022,9/23/2022,17,0,163,115.35
9/6/2022,9/23/2022,17,0,163,124.65
9/6/2022,9/23/2022,17,1,635,146.98
9/6/2022,9/23/2022,17,1,719,146.98
9/6/2022,9/23/2022,17,0,169,185.12
9/6/2022,9/23/2022,17,1,360,200
9/6/2022,9/23/2022,17,0,172,310.7
9/6/2022,9/24/2022,18,0,162,101.4
9/6/2022,9/24/2022,18,1,325,101.4
9/6/2022,9/24/2022,18,1,390,101.4
9/6/2022,9/24/2022,18,1,296,101.4
9/6/2022,9/24/2022,18,1,313,101.4
9/6/2022,9/24/2022,18,0,163,115.35
9/6/2022,9/24/2022,18,0,163,124.65
9/6/2022,9/24/2022,18,0,169,124.65
9/6/2022,9/24/2022,18,1,243,137.67
9/6/2022,9/24/2022,18,0,172,147.91
9/6/2022,9/24/2022,18,1,635,146.98
9/6/2022,9/24/2022,18,1,719,146.98
9/6/2022,9/25/2022,19,0,163,115.35
9/6/2022,9/25/2022,19,0,172,147.91
9/6/2022,9/25/2022,19,0,169,166.51
9/6/2022,9/25/2022,19,0,162,200
9/6/2022,9/25/2022,19,1,635,202.79
9/6/2022,9/25/2022,19,0,163,310.7
9/6/2022,9/26/2022,20,1,296,101.4
9/6/2022,9/26/2022,20,0,162,115.35
9/6/2022,9/26/2022,20,0,163,115.35
9/6/2022,9/26/2022,20,1,313,115.35
9/6/2022,9/26/2022,20,0,163,124.65
9/6/2022,9/26/2022,20,0,169,124.65
9/6/2022,9/26/2022,20,1,243,137.67
9/6/2022,9/26/2022,20,1,635,146.98
9/6/2022,9/26/2022,20,1,719,146.98
9/6/2022,9/26/2022,20,1,360,200
9/6/2022,9/27/2022,21,0,163,82.79
9/6/2022,9/27/2022,21,1,296,82.79
9/6/2022,9/27/2022,21,1,319,82.79
9/6/2022,9/27/2022,21,1,420,82.79
